Binomial,Area,Group,Year,Family,Category,Conser_research_effort,Realm,ROi,ERi,General_research_effort,Nº cong species,CSi,Total_RO_nas_congeneric_species,ROCSi,RPM
Hypsirhynchus scalaris,1845.523641,snake,1862,DIPSADIDAE,VU,0,Panamanian,1,1,0,7,0.982843137,5,0.998545666,2.990694402
Sauromalus klauberi,27.728312,lizard,1941,IGUANIDAE,VU,0,Nearctic,1,1,0,4,0.990196078,31,0.99098313,2.990589604
Voeltzkowia mira,5144.614814,lizard,1893,SCINCIDAE,EN,0,Madagascan,0.996710526,1,2,5,0.987745098,0,1,2.990583075
Chioninia vaillantii,442.068217,lizard,1887,SCINCIDAE,EN,0,Afrotropical,1,1,0,6,0.985294118,15,0.995636998,2.990465558
Liopholidophis oligolepis,9.996281,snake,2013,PSEUDOXYRHOPHIIDAE,NC,0,Madagascan,1,1,0,7,0.982843137,7,0.997963933,2.990403535
Lioscincus greeri,67.509917,lizard,1979,SCINCIDAE,DD,0,Oceanina,0.998355263,1,1,6,0.985294118,5,0.998545666,2.990275155
Lioscincus maruia,709.180769,lizard,1998,SCINCIDAE,EN,0,Oceanina,0.998355263,1,1,6,0.985294118,5,0.998545666,2.990275155
Lioscincus steindachneri,1246.66221,lizard,1873,SCINCIDAE,EN,0,Oceanina,0.998355263,1,1,6,0.985294118,5,0.998545666,2.990275155
Lioscincus vivae,100.796726,lizard,2004,SCINCIDAE,CR,0,Oceanina,0.998355263,1,1,6,0.985294118,5,0.998545666,2.990275155
Marisora aurulae,601.743154,lizard,2012,SCINCIDAE,VU,0,Neotropical,0.998355263,1,1,6,0.985294118,5,0.998545666,2.990275155
Marisora magnacornae,9.824233,lizard,2012,SCINCIDAE,DD,0,Panamanian,0.998355263,1,1,6,0.985294118,5,0.998545666,2.990275155
Marisora roatanae,14.826798,lizard,2012,SCINCIDAE,CR,0,Panamanian,0.998355263,1,1,6,0.985294118,5,0.998545666,2.990275155
Pseudalsophis slevini,1552.963674,snake,1912,DIPSADIDAE,VU,0,Neotropical,0.998355263,1,1,6,0.985294118,5,0.998545666,2.990275155
Lamprophis geometricus,7.757067,snake,1837,LAMPROPHIIDAE,EN,0,Oceanina,0.998355263,1,1,6,0.985294118,6,0.998254799,2.990129722
Ceratophora tennentii,679.548375,lizard,1861,AGAMIDAE,EN,1,Oriental,0.995065789,1,3,4,0.990196078,2,0.999418266,2.989872962
Oxybelis wilsoni,140.437786,snake,1995,COLUBRIDAE,EN,0,Panamanian,0.996710526,1,2,3,0.992647059,22,0.993600931,2.989834521
Dierogekko inexpectatus,26.796783,lizard,2006,DIPLODACTYLIDAE,CR,0,Oceanina,0.998355263,1,1,7,0.982843137,0,1,2.989776832
Larutia penangensis,9.996281,lizard,2011,SCINCIDAE,CR,0,Oriental,0.998355263,1,1,7,0.982843137,0,1,2.989776832
Siebenrockiella leytensis,15426.33525,turtle,1920,GEOEMYDIDAE,CR,1,Oriental,0.993421053,1,4,1,0.99754902,17,0.995055265,2.989723195
Simalia clastolepis,786.741328,snake,2000,PYTHONIDAE,NC,0,Oceanina,0.998355263,1,1,6,0.985294118,9,0.997382199,2.989693421
Simalia nauta,10.272489,snake,2000,PYTHONIDAE,NC,0,Oceanina,0.998355263,1,1,6,0.985294118,9,0.997382199,2.989693421
Simalia tracyae,18154.48953,snake,2000,PYTHONIDAE,NC,0,Oceanina,0.998355263,1,1,6,0.985294118,9,0.997382199,2.989693421
Arrhyton procerum,9.996281,snake,1992,DIPSADIDAE,DD,0,Panamanian,0.998355263,1,1,7,0.982843137,1,0.999709133,2.989631398
Arrhyton supernum,19.992561,snake,1992,DIPSADIDAE,DD,0,Panamanian,0.998355263,1,1,7,0.982843137,1,0.999709133,2.989631398
Aristelliger hechti,192.866779,lizard,1975,SPHAERODACTYLIDAE,VU,0,Panamanian,1,1,0,8,0.980392157,4,0.998836533,2.989614345
Alsophis danforthi,7.503743,snake,1938,DIPSADIDAE,NC,0,Panamanian,1,1,0,8,0.980392157,6,0.998254799,2.989323478
Alsophis sajdaki,0.183476,snake,1990,DIPSADIDAE,NC,0,Panamanian,1,1,0,8,0.980392157,6,0.998254799,2.989323478
Alsophis sanctonum,6.486436,snake,1915,DIPSADIDAE,EN,0,Panamanian,1,1,0,8,0.980392157,6,0.998254799,2.989323478
Dasia griffini,3886.133327,lizard,1915,SCINCIDAE,VU,0,Oriental,1,1,0,8,0.980392157,6,0.998254799,2.989323478
Pseudogekko brevipes,15049.81067,lizard,1897,GEKKONIDAE,VU,0,Oriental,0.996710526,1,2,6,0.985294118,1,0.999709133,2.989212152
Hypsirhynchus melanichnus,19.992561,snake,1862,DIPSADIDAE,CR,0,Panamanian,0.998355263,1,1,7,0.982843137,4,0.998836533,2.989195098
Correlophus ciliatus,2519.821011,lizard,1866,DIPLODACTYLIDAE,VU,1,Australian,0.991776316,1,5,2,0.995098039,1,0.999709133,2.989179902
Achalinus hainanus,5051.019873,snake,1975,XENODERMIDAE,VU,0,Oriental,1,1,0,8,0.980392157,7,0.997963933,2.989178045
Naultinus punctatus,56284.99944,lizard,1843,DIPLODACTYLIDAE,VU,0,Australian,1,1,0,7,0.982843137,16,0.995346131,2.989094634
Naultinus rudis,7463.737401,lizard,1881,DIPLODACTYLIDAE,EN,0,Australian,1,1,0,7,0.982843137,16,0.995346131,2.989094634
Naultinus stellatus,12018.65562,lizard,1872,DIPLODACTYLIDAE,VU,0,Australian,1,1,0,7,0.982843137,16,0.995346131,2.989094634
Naultinus tuberculatus,8074.513924,lizard,1955,DIPLODACTYLIDAE,VU,0,Australian,1,1,0,7,0.982843137,16,0.995346131,2.989094634
Leiolopisma telfairii,1872.582247,lizard,1831,SCINCIDAE,VU,0,Oceanina,0.990131579,1,6,1,0.99754902,0,1,2.988906089
Liopholidophis baderi,9.996281,snake,2013,PSEUDOXYRHOPHIIDAE,NC,0,Madagascan,0.998355263,1,1,7,0.982843137,6,0.998254799,2.988904231
Liopholidophis grandidieri,8939.544111,snake,1904,PSEUDOXYRHOPHIIDAE,VU,0,Madagascan,0.998355263,1,1,7,0.982843137,6,0.998254799,2.988904231
Nannoscincus exos,119.193488,lizard,2000,SCINCIDAE,CR,0,Oceanina,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Nannoscincus garrulus,105.786778,lizard,2006,SCINCIDAE,EN,0,Australian,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Nannoscincus greeri,168.439663,lizard,1987,SCINCIDAE,EN,0,Oceanina,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Nannoscincus hanchisteus,34.718082,lizard,2000,SCINCIDAE,CR,0,Oceanina,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Nannoscincus humectus,108.273643,lizard,2000,SCINCIDAE,EN,0,Oceanina,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Nannoscincus manautei,32.667348,lizard,2004,SCINCIDAE,CR,0,Oceanina,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Nannoscincus mariei,3111.767946,lizard,1869,SCINCIDAE,VU,0,Australian,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Nannoscincus rankini,55.954789,lizard,1987,SCINCIDAE,VU,0,Oceanina,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Nannoscincus slevini,711.612078,lizard,1941,SCINCIDAE,EN,0,Australian,1,1,0,9,0.977941176,1,0.999709133,2.988825155
Tytthoscincus biparietalis,2823.377893,lizard,1918,SCINCIDAE,EN,0,Oriental,1,1,0,9,0.977941176,2,0.999418266,2.988679721
Tropidolaemus philippensis,94149.34333,snake,1842,VIPERIDAE,NC,0,Oriental,0.998355263,1,1,4,0.990196078,33,0.990401396,2.988654
Lankascincus deignani,14155.45249,lizard,1950,SCINCIDAE,EN,0,Oriental,1,1,0,9,0.977941176,3,0.9991274,2.988534288
Lankascincus dorsicatenatus,11936.14027,lizard,1953,SCINCIDAE,NC,0,Oriental,1,1,0,9,0.977941176,3,0.9991274,2.988534288
Lankascincus gansi,20573.06211,lizard,1991,SCINCIDAE,NC,0,Oriental,1,1,0,9,0.977941176,3,0.9991274,2.988534288
Lankascincus greeri,2622.615823,lizard,2007,SCINCIDAE,NC,0,Oriental,1,1,0,9,0.977941176,3,0.9991274,2.988534288
Lankascincus taylori,19983.90186,lizard,1991,SCINCIDAE,NC,0,Oriental,1,1,0,9,0.977941176,3,0.9991274,2.988534288
Compsophis vinckei,70.298123,snake,1988,PSEUDOXYRHOPHIIDAE,CR,0,Madagascan,0.998355263,1,1,7,0.982843137,10,0.997091332,2.988322498
Compsophis zeny,17826.905,snake,1996,PSEUDOXYRHOPHIIDAE,VU,0,Madagascan,0.998355263,1,1,7,0.982843137,10,0.997091332,2.988322498
Aristelliger reyesi,23.840908,lizard,2009,SPHAERODACTYLIDAE,CR,0,Panamanian,0.998355263,1,1,8,0.980392157,3,0.9991274,2.988115041
Madascincus ankodabensis,3064.210659,lizard,1930,SCINCIDAE,DD,0,Madagascan,1,1,0,9,0.977941176,6,0.998254799,2.988097988
Madascincus macrolepis,1003.980079,lizard,1888,SCINCIDAE,EN,0,Madagascan,1,1,0,9,0.977941176,6,0.998254799,2.988097988
Liophidium apperti,19.992561,snake,1984,PSEUDOXYRHOPHIIDAE,DD,0,Madagascan,1,1,0,9,0.977941176,7,0.997963933,2.987952554
Liophidium trilineatum,6163.198291,snake,1896,PSEUDOXYRHOPHIIDAE,DD,0,Madagascan,1,1,0,9,0.977941176,7,0.997963933,2.987952554
Alsophis antillensis,1185.548595,snake,1837,DIPSADIDAE,CR,0,Panamanian,0.998355263,1,1,8,0.980392157,5,0.998545666,2.987824175
Alsophis rijgersmaei,161.225969,snake,1869,DIPSADIDAE,EN,0,Panamanian,0.998355263,1,1,8,0.980392157,5,0.998545666,2.987824175
Alsophis rufiventris,310.711953,snake,1854,DIPSADIDAE,VU,0,Panamanian,0.998355263,1,1,8,0.980392157,5,0.998545666,2.987824175
Indotestudo forstenii,72782.63108,turtle,1844,TESTUDINIDAE,EN,1,Oceanina,0.993421053,1,4,2,0.995098039,22,0.993600931,2.987770538
Naultinus elegans,91943.26119,lizard,1842,DIPLODACTYLIDAE,VU,1,Australian,0.998355263,1,1,7,0.982843137,15,0.995636998,2.987595331
Cylindrophis isolepis,9.996281,snake,1896,CYLINDROPHIIDAE,NC,0,Oriental,1,1,0,9,0.977941176,10,0.997091332,2.987516254
Cylindrophis lineatus,1312.079517,snake,1881,CYLINDROPHIIDAE,DD,0,Oriental,1,1,0,9,0.977941176,10,0.997091332,2.987516254
Cylindrophis yamdena,9.49387,snake,1998,CYLINDROPHIIDAE,NC,0,Oriental,1,1,0,9,0.977941176,10,0.997091332,2.987516254
Nannoscincus gracilis,6916.459798,lizard,1869,SCINCIDAE,VU,0,Australian,0.998355263,1,1,9,0.977941176,0,1,2.987325851
Lycodryas cococola,5.993848,snake,2012,PSEUDOXYRHOPHIIDAE,NC,0,Madagascan,1,1,0,10,0.975490196,3,0.9991274,2.987308798
Lycodryas guentheri,20460.43642,snake,1896,PSEUDOXYRHOPHIIDAE,EN,0,Madagascan,1,1,0,10,0.975490196,3,0.9991274,2.987308798
Lycodryas inopinae,2897.706969,snake,1995,PSEUDOXYRHOPHIIDAE,EN,0,Madagascan,1,1,0,10,0.975490196,3,0.9991274,2.987308798
Lycodryas inornatus,9.996281,snake,1896,PSEUDOXYRHOPHIIDAE,VU,0,Madagascan,1,1,0,10,0.975490196,3,0.9991274,2.987308798
Pseudoxyrhopus ankafinaensis,108.155838,snake,1994,PSEUDOXYRHOPHIIDAE,CR,0,Madagascan,1,1,0,10,0.975490196,4,0.998836533,2.987163364
Pseudoxyrhopus kely,3076.158903,snake,1994,PSEUDOXYRHOPHIIDAE,EN,0,Madagascan,1,1,0,10,0.975490196,4,0.998836533,2.987163364
Pseudoxyrhopus oblectator,17446.36637,snake,1999,PSEUDOXYRHOPHIIDAE,VU,0,Madagascan,1,1,0,10,0.975490196,4,0.998836533,2.987163364
Pseudoxyrhopus sokosoko,9893.435781,snake,1994,PSEUDOXYRHOPHIIDAE,VU,0,Madagascan,1,1,0,10,0.975490196,4,0.998836533,2.987163364
Lankascincus sripadensis,9.996281,lizard,2007,SCINCIDAE,NC,0,Oriental,0.998355263,1,1,9,0.977941176,2,0.999418266,2.987034985
Malayotyphlops canlaonensis,146.406113,snake,1917,TYPHLOPIDAE,DD,0,Oriental,1,1,0,10,0.975490196,5,0.998545666,2.987017931
Malayotyphlops kraalii,9.996281,snake,1874,TYPHLOPIDAE,NC,0,Oceanina,1,1,0,10,0.975490196,5,0.998545666,2.987017931
Sitana bahiri,1649.998437,lizard,1829,AGAMIDAE,NC,0,Oriental,0.996710526,1,2,6,0.985294118,17,0.995055265,2.986885217
Madascincus arenicola,299.673439,lizard,2011,SCINCIDAE,CR,0,Madagascan,0.998355263,1,1,9,0.977941176,5,0.998545666,2.986598684
Madascincus nanus,15683.45992,lizard,2002,SCINCIDAE,VU,0,Madagascan,0.998355263,1,1,9,0.977941176,5,0.998545666,2.986598684
Liophidium maintikibo,9.996281,snake,2009,PSEUDOXYRHOPHIIDAE,DD,0,Madagascan,0.998355263,1,1,9,0.977941176,6,0.998254799,2.986453251
Liophidium mayottensis,1682.244935,snake,1874,PSEUDOXYRHOPHIIDAE,EN,0,Madagascan,0.998355263,1,1,9,0.977941176,6,0.998254799,2.986453251
Alsophis antiguae,10.004346,snake,1933,DIPSADIDAE,CR,1,Panamanian,0.996710526,1,2,8,0.980392157,4,0.998836533,2.986324871
Dasia haliana,27723.20448,lizard,1887,SCINCIDAE,NC,1,Oriental,0.996710526,1,2,8,0.980392157,4,0.998836533,2.986324871
Calliophis haematoetron,19.992561,snake,2008,ELAPIDAE,NC,0,Oriental,0.998355263,1,1,9,0.977941176,9,0.997382199,2.986016951
Cylindrophis engkariensis,303.555758,snake,1994,CYLINDROPHIIDAE,DD,0,Oriental,0.998355263,1,1,9,0.977941176,9,0.997382199,2.986016951
Cylindrophis maculatus,26786.09639,snake,1758,CYLINDROPHIIDAE,NC,0,Oriental,0.998355263,1,1,9,0.977941176,9,0.997382199,2.986016951
Pyxis planicauda,4160.178201,turtle,1867,TESTUDINIDAE,CR,0,Madagascan,0.990131579,1,6,1,0.99754902,21,0.993891798,2.985851988
Lycodryas citrinus,7606.484595,snake,1995,PSEUDOXYRHOPHIIDAE,VU,0,Madagascan,0.998355263,1,1,10,0.975490196,2,0.999418266,2.985809494
Stegonotus batjanensis,16.859482,snake,1865,COLUBRIDAE,NC,0,Oceanina,1,1,0,9,0.977941176,22,0.993600931,2.985771054
Toxicocalamus grandis,9.993056,snake,1914,ELAPIDAE,DD,0,Oceanina,1,1,0,11,0.973039216,6,0.998254799,2.985647007
Toxicocalamus misimae,178.645045,snake,1969,ELAPIDAE,DD,0,Oceanina,1,1,0,11,0.973039216,6,0.998254799,2.985647007
Toxicocalamus pachysomus,9.996281,snake,2009,ELAPIDAE,DD,0,Oceanina,1,1,0,11,0.973039216,6,0.998254799,2.985647007
Toxicocalamus spilolepidotus,1066.795801,snake,1969,ELAPIDAE,DD,0,Oceanina,1,1,0,11,0.973039216,6,0.998254799,2.985647007
Malayotyphlops collaris,209.356151,snake,1993,TYPHLOPIDAE,DD,0,Oriental,0.998355263,1,1,10,0.975490196,4,0.998836533,2.985518628
Malayotyphlops hypogius,0.808779,snake,1950,TYPHLOPIDAE,DD,0,Oriental,0.998355263,1,1,10,0.975490196,4,0.998836533,2.985518628
Bavayia exsuccida,546.342352,lizard,1998,DIPLODACTYLIDAE,EN,0,Oceanina,1,1,0,11,0.973039216,7,0.997963933,2.985501574
Bavayia ornata,270.027745,lizard,1913,DIPLODACTYLIDAE,EN,0,Oceanina,1,1,0,11,0.973039216,7,0.997963933,2.985501574
Hypsiglena catalinae,30.811077,snake,1966,DIPSADIDAE,NC,0,Nearctic,1,1,0,9,0.977941176,24,0.993019197,2.985480187
Paracontias tsararano,583.200977,lizard,2002,SCINCIDAE,DD,0,Madagascan,1,1,0,11,0.973039216,8,0.997673066,2.985356141
Brachylophus fasciatus,694.417401,lizard,1800,IGUANIDAE,EN,0,Oceanina,0.990131579,1,6,2,0.995098039,16,0.995346131,2.985353664
Liophidium therezieni,19.992561,snake,1984,PSEUDOXYRHOPHIIDAE,VU,0,Madagascan,0.996710526,1,2,9,0.977941176,5,0.998545666,2.984953948
Hypnale zara,7316.950681,snake,1849,VIPERIDAE,NC,0,Oriental,0.995065789,1,3,2,0.995098039,54,0.984293194,2.984761406
Madatyphlops ocularis,36665.77372,snake,1927,TYPHLOPIDAE,DD,0,Madagascan,1,1,0,12,0.970588235,4,0.998836533,2.984712384
Madatyphlops rajeryi,605.301317,snake,2009,TYPHLOPIDAE,DD,0,Madagascan,1,1,0,12,0.970588235,4,0.998836533,2.984712384
Ninia franciscoi,9.996281,snake,2014,COLUBRIDAE,DD,0,Neotropical,1,1,0,10,0.975490196,21,0.993891798,2.984690997
Drymarchon margaritae,972.056022,snake,1959,COLUBRIDAE,NC,0,Panamanian,0.998355263,1,1,5,0.987745098,52,0.984874927,2.984665276
Nactus serpensinsula,2.346875,lizard,1951,GEKKONIDAE,VU,0,Oceanina,1,1,0,11,0.973039216,13,0.996218732,2.984628974
Bronchocela hayeki,14.701574,lizard,1928,AGAMIDAE,NC,0,Oriental,1,1,0,12,0.970588235,6,0.998254799,2.984421517
Mabuya cochonae,9.856595,lizard,2012,SCINCIDAE,NC,0,Panamanian,0.998355263,1,1,7,0.982843137,38,0.988947062,2.984250363
Mabuya grandisterrae,9.996281,lizard,2012,SCINCIDAE,NC,0,Panamanian,0.998355263,1,1,7,0.982843137,38,0.988947062,2.984250363
Mabuya guadeloupae,9.996281,lizard,2012,SCINCIDAE,NC,0,Panamanian,0.998355263,1,1,7,0.982843137,38,0.988947062,2.984250363
Mabuya hispaniolae,9.996281,lizard,2012,SCINCIDAE,CR,0,Panamanian,0.998355263,1,1,7,0.982843137,38,0.988947062,2.984250363
Mabuya montserratae,9.996281,lizard,2012,SCINCIDAE,CR,0,Panamanian,0.998355263,1,1,7,0.982843137,38,0.988947062,2.984250363
Bavayia goroensis,415.552395,lizard,2008,DIPLODACTYLIDAE,EN,0,Australian,0.998355263,1,1,11,0.973039216,6,0.998254799,2.984002271
Bavayia nubila,9.996281,lizard,2012,DIPLODACTYLIDAE,NC,0,Australian,0.998355263,1,1,11,0.973039216,6,0.998254799,2.984002271
Luperosaurus macgregori,274.916133,lizard,1907,GEKKONIDAE,EN,0,Oriental,1,1,0,12,0.970588235,9,0.997382199,2.983985217
Luperosaurus sorok,19.992561,lizard,2008,GEKKONIDAE,DD,0,Oriental,1,1,0,12,0.970588235,9,0.997382199,2.983985217
Paracontias fasika,45.819171,lizard,2010,SCINCIDAE,CR,0,Madagascan,0.998355263,1,1,11,0.973039216,7,0.997963933,2.983856837
Paracontias kankana,19332.88527,lizard,2009,SCINCIDAE,VU,0,Madagascan,0.998355263,1,1,11,0.973039216,7,0.997963933,2.983856837
Paracontias manify,496.729627,lizard,2002,SCINCIDAE,DD,0,Madagascan,0.998355263,1,1,11,0.973039216,7,0.997963933,2.983856837
Paracontias minimus,29.203768,lizard,1906,SCINCIDAE,CR,0,Madagascan,0.998355263,1,1,11,0.973039216,7,0.997963933,2.983856837
Paracontias rothschildi,31.263924,lizard,1905,SCINCIDAE,CR,0,Madagascan,0.998355263,1,1,11,0.973039216,7,0.997963933,2.983856837
Paracontias vermisaurus,347.972408,lizard,2011,SCINCIDAE,DD,0,Madagascan,0.998355263,1,1,11,0.973039216,7,0.997963933,2.983856837
Pseudorabdion mcnamarae,31451.57489,snake,1917,CALAMARIIDAE,VU,0,Oriental,1,1,0,13,0.968137255,2,0.999418266,2.983777761
Pseudorabdion modiglianii,6.669462,snake,2010,CALAMARIIDAE,NC,0,Oriental,1,1,0,13,0.968137255,2,0.999418266,2.983777761
Pseudorabdion montanum,86.294214,snake,1959,CALAMARIIDAE,EN,0,Oriental,1,1,0,13,0.968137255,2,0.999418266,2.983777761
Pseudorabdion sarasinorum,5276.154345,snake,1895,CALAMARIIDAE,NC,0,Oriental,1,1,0,13,0.968137255,2,0.999418266,2.983777761
Pseudorabdion sirambense,9.996281,snake,2010,CALAMARIIDAE,NC,0,Oriental,1,1,0,13,0.968137255,2,0.999418266,2.983777761
Pseudorabdion talonuran,19.53309,snake,1999,CALAMARIIDAE,VU,0,Oriental,1,1,0,13,0.968137255,2,0.999418266,2.983777761
Pseudorabdion taylori,0.764745,snake,1959,CALAMARIIDAE,DD,0,Oriental,1,1,0,13,0.968137255,2,0.999418266,2.983777761
Ptychozoon rhacophorus,9.996281,lizard,1899,GEKKONIDAE,DD,0,Oriental,0.996710526,1,2,8,0.980392157,22,0.993600931,2.98370707
Hierophis cypriensis,1373.110957,snake,1985,COLUBRIDAE,EN,0,Saharo-Arabian,0.995065789,1,3,3,0.992647059,54,0.984293194,2.983535916
Madatyphlops andasibensis,234.141793,snake,2009,TYPHLOPIDAE,DD,0,Madagascan,0.998355263,1,1,12,0.970588235,3,0.9991274,2.983213081
Madatyphlops madagascariensis,9.996281,snake,1877,TYPHLOPIDAE,DD,1,Madagascan,0.998355263,1,1,12,0.970588235,3,0.9991274,2.983213081
Nactus acutus,157.816111,lizard,2005,GEKKONIDAE,NC,0,Oceanina,0.998355263,1,1,11,0.973039216,12,0.996509599,2.98312967
Nactus coindemirensis,9.996281,lizard,1985,GEKKONIDAE,VU,0,Oceanina,0.998355263,1,1,11,0.973039216,12,0.996509599,2.98312967
Sauromalus varius,41.20167,lizard,1919,IGUANIDAE,VU,0,Nearctic,0.991776316,1,5,4,0.990196078,26,0.992437464,2.983093087
Ptyas dipsas,1767.407546,snake,1837,COLUBRIDAE,DD,0,Oriental,1,1,0,10,0.975490196,36,0.989528796,2.982509496
Luperosaurus brooksii,19.992561,lizard,1920,GEKKONIDAE,NC,0,Oriental,0.998355263,1,1,12,0.970588235,8,0.997673066,2.982485914
Luperosaurus joloensis,949.499817,lizard,1918,GEKKONIDAE,EN,0,Oriental,0.998355263,1,1,12,0.970588235,8,0.997673066,2.982485914
Luperosaurus kubli,1646.38883,lizard,2007,GEKKONIDAE,DD,0,Oriental,0.998355263,1,1,12,0.970588235,8,0.997673066,2.982485914
Luperosaurus palawanensis,1652.822438,lizard,1978,GEKKONIDAE,DD,0,Oriental,0.998355263,1,1,12,0.970588235,8,0.997673066,2.982485914
Luperosaurus yasumai,9.996281,lizard,1996,GEKKONIDAE,DD,0,Oriental,0.998355263,1,1,12,0.970588235,8,0.997673066,2.982485914
Amerotyphlops tasymicris,9.996281,snake,1974,TYPHLOPIDAE,EN,0,Neotropical,1,1,0,14,0.965686275,6,0.998254799,2.981970537
Amerotyphlops trinitatus,259.929216,snake,1965,TYPHLOPIDAE,EN,0,Neotropical,1,1,0,14,0.965686275,6,0.998254799,2.981970537
Erymnochelys madagascariensis,286426.2314,turtle,1867,PODOCNEMIDIDAE,CR,1,Madagascan,0.981907895,1,11,0,1,0,1,2.981907895
Caledoniscincus auratus,652.331858,lizard,1999,SCINCIDAE,EN,0,Oceanina,1,1,0,14,0.965686275,11,0.996800465,2.98124337
Caledoniscincus chazeaui,1552.370711,lizard,1999,SCINCIDAE,EN,0,Oceanina,1,1,0,14,0.965686275,11,0.996800465,2.98124337
Caledoniscincus cryptos,109.150299,lizard,1999,SCINCIDAE,DD,0,Australian,1,1,0,14,0.965686275,11,0.996800465,2.98124337
Caledoniscincus orestes,2216.800274,lizard,1987,SCINCIDAE,EN,0,Australian,1,1,0,14,0.965686275,11,0.996800465,2.98124337
Caledoniscincus renevieri,1245.825029,lizard,1999,SCINCIDAE,EN,0,Oceanina,1,1,0,14,0.965686275,11,0.996800465,2.98124337
Caledoniscincus terma,60.654402,lizard,1999,SCINCIDAE,VU,0,Oceanina,1,1,0,14,0.965686275,11,0.996800465,2.98124337
Toxicocalamus longissimus,803.024432,snake,1896,ELAPIDAE,VU,0,Oceanina,0.995065789,1,3,11,0.973039216,3,0.9991274,2.981149097
Elseya branderhorsti,112776.8563,turtle,1914,CHELIDAE,VU,0,Oceanina,0.998355263,1,1,9,0.977941176,44,0.987201862,2.980926782
Gerrhopilus andamanensis,7.659206,snake,1871,GERRHOPILIDAE,NC,0,Oriental,1,1,0,15,0.963235294,5,0.998545666,2.98089048
Gerrhopilus bisubocularis,2879.584088,snake,1893,GERRHOPILIDAE,DD,0,Oriental,1,1,0,15,0.963235294,5,0.998545666,2.98089048
Gerrhopilus ceylonicus,9.996281,snake,1943,GERRHOPILIDAE,NC,0,Oriental,1,1,0,15,0.963235294,5,0.998545666,2.98089048
Gerrhopilus hades,294.727347,snake,2005,GERRHOPILIDAE,DD,0,Oceanina,1,1,0,15,0.963235294,5,0.998545666,2.98089048
Gerrhopilus mcdowelli,1133.062449,snake,1996,GERRHOPILIDAE,DD,0,Oceanina,1,1,0,15,0.963235294,5,0.998545666,2.98089048
Rhinophis blythii,4868.282675,snake,1853,UROPELTIDAE,NC,0,Oriental,1,1,0,15,0.963235294,10,0.997091332,2.980163313
Rhinophis homolepis,5162.09829,snake,1820,UROPELTIDAE,NC,0,Oriental,1,1,0,15,0.963235294,10,0.997091332,2.980163313
Rhinophis tricolorata,19.992561,snake,1975,UROPELTIDAE,NC,0,Oriental,1,1,0,15,0.963235294,10,0.997091332,2.980163313
Caledoniscincus pelletieri,19.992561,lizard,2014,SCINCIDAE,NC,0,Oceanina,0.998355263,1,1,14,0.965686275,10,0.997091332,2.979744066
Gerrhopilus mirus,4417.374625,snake,1860,GERRHOPILIDAE,NC,0,Oriental,0.998355263,1,1,15,0.963235294,3,0.9991274,2.97953661
Conolophus marthae,4712.623513,lizard,2009,IGUANIDAE,CR,0,Neotropical,0.988486842,1,7,2,0.995098039,46,0.986620128,2.979345926
Diploglossus montisserrati,8.731353,lizard,1964,ANGUIDAE,CR,0,Panamanian,0.996710526,1,2,13,0.968137255,10,0.997091332,2.97932482
Corallus cookii,351.396216,snake,1842,BOIDAE,NC,1,Neotropical,0.998355263,1,1,10,0.975490196,47,0.986329261,2.979264992
Coniophanes andresensis,27.957536,snake,1937,DIPSADIDAE,CR,0,Neotropical,0.998355263,1,1,15,0.963235294,7,0.997963933,2.978954876
Zonosaurus anelanelany,6527.735115,lizard,2000,GERRHOSAURIDAE,VU,0,Madagascan,1,1,0,16,0.960784314,10,0.997091332,2.978937823
Zonosaurus boettgeri,18393.10459,lizard,1891,GERRHOSAURIDAE,VU,0,Madagascan,1,1,0,16,0.960784314,10,0.997091332,2.978937823
Zonosaurus maramaintso,9.996281,lizard,2006,GERRHOSAURIDAE,DD,0,Madagascan,1,1,0,16,0.960784314,10,0.997091332,2.978937823
Zonosaurus maximus,21833.30494,lizard,1896,GERRHOSAURIDAE,VU,0,Madagascan,1,1,0,16,0.960784314,10,0.997091332,2.978937823
Zonosaurus quadrilineatus,3306.262116,lizard,1867,GERRHOSAURIDAE,VU,0,Madagascan,1,1,0,16,0.960784314,10,0.997091332,2.978937823
Zonosaurus subunicolor,2928.825018,lizard,1881,GERRHOSAURIDAE,EN,0,Madagascan,1,1,0,16,0.960784314,10,0.997091332,2.978937823
Uroplatus giganteus,19070.54464,lizard,2006,GEKKONIDAE,VU,0,Madagascan,1,1,0,13,0.968137255,37,0.989237929,2.978687592
Uroplatus guentheri,9420.076295,lizard,1908,GEKKONIDAE,EN,0,Madagascan,1,1,0,13,0.968137255,37,0.989237929,2.978687592
Uroplatus malahelo,3461.16167,lizard,1994,GEKKONIDAE,EN,0,Madagascan,1,1,0,13,0.968137255,37,0.989237929,2.978687592
Uroplatus pietschmanni,1264.575978,lizard,2004,GEKKONIDAE,EN,0,Madagascan,1,1,0,13,0.968137255,37,0.989237929,2.978687592
